municipio_nome,situacao_obra,ambito,valor_inicial_contrato,valor_total_pago,contratada,cnpj_contratada,contratante,classificacao,data_paralisacao,descricao_obra,endereco,url_obra,data_prevista_conclusao
Águas da Prata,Atrasada,Municipal,83364.06,0.00,CABRELON E SETTE CONSTRUTORA LTDA - ME,11.409.424/0001-20,PREFEITURA MUNICIPAL DE AGUAS DA PRATA,"Equipamento urbanos (praças, quadras e similares)",Não informado,Execução de Reforma do Campo do Distrito de São Roque da Fartura,Não informado,Não informado,10/03/2017
Águas de Lindóia,Atrasada,Municipal,387484.20,285810.84,CONSTRUTORA J.G. LTDA ME,26.239.451/0001-70,PREFEITURA MUNICIPAL DE AGUAS DE LINDOIA,"Mobilidade urbana - Pontes, viadutos e similares",Não informado,RECUPERAÇÃO DA CASCALHEIRA MORRO PELADO,,"https://www.google.com/maps/@-22.4543751,-466120192.102m/data=!3m1!1e3",07/01/2019
Águas de Lindóia,Atrasada,Estadual,3420000.00,1872630.25,BERNARDI EMPREENDIMENTOS E SOLUÇÕES LTDA.,00.445.741/0001-86,COMPANHIA DE DESENVOLVIMENTO HABITACIONAL E URBANO DO ESTADO DE SAO PAULO - CDHU,Habitação,Não informado,CH Águas de Lindóia C - cont. 146/17 Execução de Obras e serviços de engenharia para a realização do empreendimento composto por 50 UHs Tipologia TI23B-01 e demais serviços,Não informado,Não informado,05/02/2020
Águas de Lindóia,Paralisada,Municipal,386291.83,0.00,ESTEFANO & QUINTANILHA CONSTRUTORA LTDA,07.632.236/0001-90,PREFEITURA MUNICIPAL DE AGUAS DE LINDOIA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,Reforma das Escolas Creusa Mariano e Luiz Barbosa,,"https://www.google.com/maps/place/EMEF+Luiz+Barbosa/@-22.4827466,-465934901.18.5z/data=!4m5!3m4!1s0x94c913df66a12baf:0x75fc37b16b1660e6!8m2!3d-22.4828885!4d-46.5929797",03/08/2016
Águas de Santa Bárbara,Paralisada,Municipal,657818.75,447858.38,EMPREITEIRA ROCHA LTDA-ME,11.034.894/0001-57,PREFEITURA MUNICIPAL DE AGUAS DE SANTA BARBARA,"Equipamento urbanos (praças, quadras e similares)",22/03/2017,Execução de Obras de Reforma e Adequação da Ala Feminina do Balneário Mizael Marques Sobrinho,"Balneário Municipal ""Mizael Marques Sobrinho""",,21/01/2019
Águas de Santa Bárbara,Paralisada,Municipal,329895.15,318001.82,EMPREITEIRA ROCHA LTDA-ME,11.034.894/0001-57,PREFEITURA MUNICIPAL DE AGUAS DE SANTA BARBARA,"Equipamento urbanos (praças, quadras e similares)",26/04/2019,Construção de Restaurante e Reforma dos Sanitários e Melhorias no entorno da Prainha do Parque dos Lagos,Prainha do Parque dos Lagos,"https://www.google.com.br/maps/search/Prainha+do+Parque+dos+Lagos+%C3%81guas++de+Santa+B%C3%A1rbara+-+SP/@-22.8495168,-492409339.16z/data=!3m1!4b1?hl=pt-BR",24/05/2016
Águas de Santa Bárbara,Paralisada,Municipal,251123.31,18034.16,EMPREITEIRA ROCHA LTDA-ME,11.034.894/0001-57,PREFEITURA MUNICIPAL DE AGUAS DE SANTA BARBARA,"Equipamento urbanos (praças, quadras e similares)",12/11/2018,Reforma de 2 Fontes no Balneário Municipal Mizael Marques Sobrinho,"Balneário Municipal ""Mizael Marques Sobrinho""",,24/05/2019
Águas de Santa Bárbara,Paralisada,Municipal,106879.85,21490.91,EMPREITEIRA ROCHA LTDA-ME,11.034.894/0001-57,PREFEITURA MUNICIPAL DE AGUAS DE SANTA BARBARA,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",02/09/2016,Reforma e Adequação do ESF Unidade do Parque dos Lagos,"Av. Parque dos Lagos,",,30/01/2017
Águas de Santa Bárbara,Paralisada,Municipal,2099849.14,1413961.85,FORTPAV PAVIMENTAÇÃO E SERVIÇOS LTDA,00.637.923/0001-59,PREFEITURA MUNICIPAL DE AGUAS DE SANTA BARBARA,Mobilidade urbana - vias urbanas,23/05/2019,"Infraestrutura Urbana em Ruas e Avenidas (Pavimentação e Guias, Sarjetas e Galerias Pluviais) que levam a Lugares Turísticos da Cidade",Rua João Antonio do Amaral Alves,,24/06/2017
Águas de Santa Bárbara,Paralisada,Municipal,1186924.29,965902.84,EMPREITEIRA ROCHA LTDA-ME,11.034.894/0001-57,PREFEITURA MUNICIPAL DE AGUAS DE SANTA BARBARA,"Equipamento urbanos (praças, quadras e similares)",17/08/2018,Reforma e Adequação da Praça de Lazer,Praça Pe. Luiz Stefanelli,,27/01/2016
Agudos,Paralisada,Municipal,532905.65,558755.56,TRACON COMERCIO E CONSTRUÇÕES LTDA,50.542.513/0001-00,PREFEITURA MUNICIPAL DE AGUDOS,"Mobilidade urbana - Pontes, viadutos e similares",Não informado,Canalização de córrego à céu aberto com gabiões,Não informado,Não informado,01/08/2016
Agudos,Paralisada,Municipal,2846025.85,3201446.11,F. MOREIRA DOS SANTOS MATERIAIS DE CONSTRUÇÃO EPP,19.110.316/0001-64,PREFEITURA MUNICIPAL DE AGUDOS,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,Construção de Escola de Tempo Integral CONSTRUTOR ABANDONOU A OBRA ALEGANDO DIFICULDADES FINANCEIRAS. MUNICÍPIO ESTA REVISANDO PROJETO E ADEQUAÇÃO PARA LICITAR NOVAMENTE,Não informado,Não informado,09/08/2017
Agudos,Paralisada,Municipal,1130876.40,491092.29,CONSTRUBRASS CONSTRUTORA LTDA EPP,10.450.429/0001-34,PREFEITURA MUNICIPAL DE AGUDOS,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,"Ampliação da Escola Maria Bataglin Delázari Construtora abandonou a obra, prefeitura rescindiu o contrato de modo unilateral. Foi elaborado revisão e compatibilização de projeto, atualização de preços e executado nova licitação, está em fase de assinatura de contrato.",Não informado,Não informado,07/01/2017
Agudos,Atrasada,Estadual,76304.33,72879.54,DEDRA COMÉRCIO E CONSTRUÇÕES LTDA ,04.088.379/0001-94,FUNDACAO PARA O DESENVOLVIMENTO DA EDUCACAO - FDE,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,"EE PROF FARID FAYAD, Execução de sanitário acessível, reparos na cobertura, na quadra de esportes, na sala de informática e nas salas de aula 01 e 09.",Não informado,Não informado,19/07/2018
Agudos,Paralisada,Municipal,1757799.34,790803.46,MAGON CONSTRUTORA E INCORPORAÇÃO LTDA,14.529.183/0001-41,PREFEITURA MUNICIPAL DE AGUDOS,"Equipamento urbanos (praças, quadras e similares)",Não informado,Construção de um Ginásio de Esportes,Não informado,Não informado,01/06/2016
Agudos,Paralisada,Municipal,1011913.35,409469.72,TRACON COMERCIO E CONSTRUÇÕES LTDA,54.542.513/0001-00,PREFEITURA MUNICIPAL DE AGUDOS,"Equipamento urbanos (praças, quadras e similares)",Não informado,Construção de parte da arquibancada e vestiários do estádio de futebol contrato rescindido. Atualmente elaborando revisão de projeto e planilhas orçamentárias para nova licitação.,Não informado,Não informado,10/04/2016
Alambari,Paralisada,Municipal,238383.58,220543.28,VANGUARDA CONSTRUÇÕES E SERVIÇOS DE CONSERVAÇÃO VIÁRIA,38.848.107/0001-67,PREFEITURA MUNICIPAL DE ALAMBARI,Mobilidade urbana - vias urbanas,31/01/2017,"Drenagem, Pavimentação em Bloco de Concreto Sextavado e Meio Fio e Sarjeta de Concreto Moldada em local - Interligação da Av. Comendador Antônio Antunes  Alves com a Rua Dahyr Rachid - Rua Armando do Valle de Arruda Pereira - Bairro: Centro (LOTE II CT 1012114-19)",Rua Armando do Valle Pereira,"https://www.google.com.br/maps/@-23.5523706,-47896186.19z",18/11/2015
Alambari,Paralisada,Municipal,738104.92,578013.42,VANGUARDA CONSTRUÇÕES E SERVIÇOS DE CONSERVAÇÃO VIÁRIA,38.848.107/0001-67,PREFEITURA MUNICIPAL DE ALAMBARI,Mobilidade urbana - vias urbanas,31/01/2017,"Drenagem, Pavimentação em Bloco de Concreto Sextavado e Meio Fio e Sarjeta de Concreto Moldada em local - Interligação da Av. Comendador Antônio Antunes  Alves com a Rua Dahyr Rachid - Rua Armando do Valle de Arruda Pereira - Bairro: Centro.",Av. Comendador Antonio Antunes Alves,"https://www.google.com.br/maps/@-23.5523833,-478961819.18.53z",18/11/2015
Altair,Paralisada,Municipal,267507.52,170937.23,ALESSANDRA FONSCECA PEREIRA - ME,18.496.764/0001-86,PREFEITURA MUNICIPAL DE ALTAIR,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,"Centro de Convivência do Idoso. - C.C.I"".""",Não informado,Não informado,24/11/2016
Altinópolis,Atrasada,Municipal,2396427.68,1159427.68,RIO VIVO AMBIENTAL LTDA,00.770.937/0001-46,PREFEITURA MUNICIPAL DE ALTINOPOLIS,"Esgotamento sanitário - Rede coletora, estações de tratamento e similares",Não informado,AMPLIAÇÃO E MANUTENÇÃO DO SISTEMA DE ESGOTO SANITÁRIO MUNICIPAL,Não informado,Não informado,07/11/2018
Alumínio,Atrasada,Municipal,1598453.97,1595282.59,SOROBASE ENGENHARIA E CONSTRUÇÃO LTDA,08.684.633/0001-78,PREFEITURA MUNICIPAL DE ALUMINIO,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,CONTRUÇÃO DE CRECHE-PRÉ ESCOLA PADRÃO FDE LOCALIZADA NA AVENIDA OCTAVIO CORREA DA COSTA BAIRRO OLIDEL ALUMÍNIO-SP,Não informado,Não informado,18/05/2018
Álvares Florence,Atrasada,Municipal,8818294.94,8086836.18,CARVALHO E GARCIA CONSTRUÇÃO EMPREENDIMENTOS LTDA. - EPP,10.693.251/0001-52,PREFEITURA MUNICIPAL DE ALVARES FLORENCE,Habitação,Não informado,"PRODUÇÃO DE 107 UNIDADES HABITACIONAIS E DEMAIS SERVIÇOS NO CONJUNTO HABITACIONAL ALVARES FLORENCE “H”, referente  ao convenio nº 9.00.00.00/3.00.00.00/0285/2014, o cronograma físico-financeiro pactuado encontra-se em atraso, sendo previsto uma evolução de 90.45% (percentual executado/acumulado) para o mês de Dezembro/20018 e estando a obra com uma evolução de 62.62% (percentual executado/ acumulado- Alvares Florence /SP",Não informado,Não informado,29/04/2019
Álvares Florence,Atrasada,Estadual,1341340.20,0.00,MAF CONSTRUTORA EIRELI ,04.580.414/0001-98,COMPANHIA DE DESENVOLVIMENTO HABITACIONAL E URBANO DO ESTADO DE SAO PAULO - CDHU,Habitação,Não informado,"CH Alvares Florence I - cont. 163/18\nExecução de obras e serviços de engenharia para realização de empreendimento composto de 19 unidades\nhabitacionais TI22A-01 A=47.87 m² - radier=12 cm – Bl. Concreto Bif. 220/127 V – 2D com sistema gerador solar\nfotovoltaico. E sem entrada de energia, entradas de energia, Kit barras de apoio, terraplenagem, rede de água, rede de\nesgoto, drenagem, pavimentação, urbanismo, muro de arrimo e fechamentos.",Não informado,Não informado,18/08/2020
Álvares Machado,Paralisada,Municipal,648993.56,610581.04,TERRALOC CONSTRUCOES TERRAP E LOCACOES LTDA EPP,14.851.369/0001-12,PREFEITURA MUNICIPAL DE ALVARES MACHADO,Edificações Administrativas Diversas,04/04/2017,Ampliação do Centro de Triagem - Coleta Seletiva Compensação Ambiental Acordo entre MPF MPE CESP,Não informado,Não informado,12/04/2017
Álvares Machado,Paralisada,Municipal,296010.54,272451.97,MJA CONSTRUÇÕES E ENGENHARIA EIRELI ME,16.571.033/0001-21,PREFEITURA MUNICIPAL DE ALVARES MACHADO,Habitação,28/07/2017,Obras de melhorias habitacionais em 20 (vinte) unidades no âmbito do Programa Desenvolvimento Urbano – Moradia Melhor,Não informado,Não informado,06/12/2016
Álvaro de Carvalho,Atrasada,Estadual,47381990.15,46352489.74,CG CONSTRUÇÕES LTDA.,41.333.691/0001-22,GABINETE DO SECRETARIO E ASSESSORIAS - SECRETARIA DA ADMINISTRACAO PENITENCIARIA,"Segurança pública (Delegacias, penitenciárias e similares)",Não informado,Execução de obras e serviços de engenharia para a construção do Centro de Detenção Provisória de Álvaro de Carvalho,"Rodovia Mamede Barreto (SP 349), Km 36",,15/08/2016
Alvinlândia,Paralisada,Municipal,205844.44,65.03,OBRACRI EPP LTDA,11.809.435/0001-06,PREFEITURA MUNICIPAL DE ALVINLANDIA,"Equipamento urbanos (praças, quadras e similares)",Não informado,REVITALIZAÇÃO DA PRAÇA DA MATRIZ,Não informado,Não informado,01/11/2017
Alvinlândia,Paralisada,Municipal,508383.40,355868.38,SILMARA APARECIDA INACIO POLCELLI CONSTRUTORA – EPP,10.587.022/0001-53,PREFEITURA MUNICIPAL DE ALVINLANDIA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,CONSTRUÇÃO DA QUADRA COBERTA,Não informado,Não informado,24/11/2015
Americana,Paralisada,Municipal,1444256.18,0.00,CONAJ EMPREENDIMENTOS E CONSTRUÇÕES LTDA,00.478.324/2000-15,PREFEITURA MUNICIPAL DE AMERICANA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,CONSTRUÇÃO DA CRECHE E PRÉ ESCOLA NO BAIRRO SANTO ANTONIO,Não informado,Não informado,10/03/2013
Americana,Paralisada,Municipal,1765916.39,0.00,MIL & SETE CONSTRUTORA LTDA,00.691.691/3000-13,PREFEITURA MUNICIPAL DE AMERICANA,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,CONSTRUÇÃO UPA NO BAIRRO PRAIA AZUL,Não informado,Não informado,22/08/2014
Americana,Paralisada,Municipal,202598.28,0.00,MIL & SETE CONSTRUTORA LTDA,00.691.691/3000-13,PREFEITURA MUNICIPAL DE AMERICANA,"Equipamento urbanos (praças, quadras e similares)",Não informado,CONSTRUÇÃO ACADEMIA NO JARDIM BOTANICO,Não informado,Não informado,31/10/2014
Americana,Paralisada,Municipal,594677.30,0.00,H LOPES SERVIÇOS & CONSTRUÇÕES EIRELI EPP,01.148.538/3000-15,PREFEITURA MUNICIPAL DE AMERICANA,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,CONSTRUÇÃO UBS NO BAIRRO VILA BELA,Não informado,Não informado,30/05/2013
Americana,Paralisada,Municipal,520545.11,0.00,H LOPES SERVIÇOS & CONSTRUÇÕES EIRELI EPP,01.148.538/3000-15,PREFEITURA MUNICIPAL DE AMERICANA,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,CONSTRUÇÃO UBS N BAIRRO JARDIM DOS LÍRIOS,Não informado,Não informado,30/03/2014
Americana,Paralisada,Municipal,81771.88,0.00,H LOPES SERVIÇOS & CONSTRUÇÕES EIRELI EPP,01.148.538/3000-15,PREFEITURA MUNICIPAL DE AMERICANA,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,AMPLIAÇÃO DA ESF DO BAIRRO MARIO COVAS,Não informado,Não informado,18/01/2014
Americana,Paralisada,Municipal,1912985.59,0.00,MIL & SETE CONSTRUTORA LTDA,00.691.691/3000-13,PREFEITURA MUNICIPAL DE AMERICANA,"Equipamento urbanos (praças, quadras e similares)",Não informado,PRAÇA DO PAC NO JARDIM DA BALSA,Não informado,Não informado,23/08/2014
Americana,Paralisada,Municipal,553598.93,0.00,H LOPES SERVIÇOS & CONSTRUÇÕES EIRELI EPP,01.148.538/3000-15,PREFEITURA MUNICIPAL DE AMERICANA,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,CONSTRUÇÃO UBS NO BAIRRO VILA BERTINE,Não informado,Não informado,30/09/2013
Americana,Paralisada,Municipal,258487.07,8889.77,CONTISA CONTRUÇÕES E COMÉRCIO EIRELI EPP,01.794.836/2000-10,PREFEITURA MUNICIPAL DE AMERICANA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,REFORMA DA EMEI SABIA,Não informado,Não informado,01/10/2018
Americana,Paralisada,Municipal,2083533.81,0.00,CONAJ EMPREENDIMENTOS E CONSTRUÇÕES LTDA,00.478.324/2000-15,PREFEITURA MUNICIPAL DE AMERICANA,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,CONSTRUÇÃO UPA NO BAIRRO DONA ROSA,Não informado,Não informado,31/12/2014
Americana,Paralisada,Municipal,544744.96,0.00,H LOPES SERVIÇOS & CONSTRUÇÕES EIRELI EPP,45.781.176/0001-66,PREFEITURA MUNICIPAL DE AMERICANA,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,CONSTRUÇÃO UBS NO BAIRRO PHILIPSON PARK,Não informado,Não informado,30/09/2013
Americana,Paralisada,Municipal,304331.67,5570.53,CONTISA CONTRUÇÕES E COMÉRCIO EIRELI EPP,01.794.836/2000-10,PREFEITURA MUNICIPAL DE AMERICANA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,REFORMA DA EMEI INDAIA,Não informado,Não informado,06/09/2018
Americana,Paralisada,Municipal,1909811.42,0.00,MPS SERVIÇOS EM CONSTRUÇÃO CIVIL LTDA,01.132.878/5000-14,PREFEITURA MUNICIPAL DE AMERICANA,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,CONSTRUÇÃO DA CRECHE E PRÉ ESCOLA NO BAIRRO PHILIPSON PARK,Não informado,Não informado,10/03/2013
Americana,Atrasada,Municipal,42949802.39,4206922.28,CONSTRUTORA CAPPELLANO LTDA.,60.676.616/0001-09,DEPARTAMENTO DE AGUA E ESGOTO - DAE - AMERICANA,"Esgotamento sanitário - Rede coletora, estações de tratamento e similares",Não informado,AMPLIAÇÃO E ADEQUAÇÃO DA ETE CARIOBA,Não informado,Não informado,06/04/2018
Americana,Paralisada,Municipal,349128.39,0.00,PANTEON ENGENHARIA COMERCIO E CONSTRUCOES LTDA ,51.320.935/0001-96,PREFEITURA MUNICIPAL DE AMERICANA,Mobilidade urbana - vias urbanas,Não informado,Implantação de Calçamento  Podotátil,Não informado,Não informado,27/09/2011
Americana,Paralisada,Municipal,2456192.35,0.00,BASEPLAN CONSTRUTORA LTDA EPP,00.798.836/7000-10,PREFEITURA MUNICIPAL DE AMERICANA,Mobilidade urbana - vias urbanas,Não informado,Revitalização da Orla da Praia dos Namorados,Não informado,Não informado,31/07/2017
Americana,Paralisada,Municipal,3169063.83,0.00,MB ENGENHARIA E MEIO AMBIENTE LTDA,00.126.468/0001-27,PREFEITURA MUNICIPAL DE AMERICANA,"Equipamento urbanos (praças, quadras e similares)",Não informado,RECUPERAÇÃO DA GRUTA DAINESE 1º ETAPA,Não informado,Não informado,24/12/2011
Américo Brasiliense,Atrasada,Municipal,1405503.54,406396.58,KACEL KARAM CURI ENGENHARIA LTDA,53.539.458/0001-80,PREFEITURA MUNICIPAL DE AMERICO BRASILIENSE,"Educação - Universidades, Faculdades, Escolas e similares",Não informado,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE CONTINUAÇÃO DA CONSTRUÇÃO DA CRECHE MODELO FDE - 2013/01956, NA RUA ROUXINOL, S/N, JD. NOVO AMÉRICO",Não informado,Não informado,13/06/2019
Américo Brasiliense,Atrasada,Municipal,407963.23,143737.06,LAFAR ENGENHARIA E SERVICOS EIRELI ME,27.899.360/0001-23,PREFEITURA MUNICIPAL DE AMERICO BRASILIENSE,"Saúde (Hospitais, Postos de Saúde, UBS, CAPS e similares)",Não informado,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REFORMA E AMPLIAÇÃO DE EDIFÍCIO PÚBLICO PARA IMPLANTAÇÃO DE UNIDADE BÁSICA DE SAÚDE  LOCALIZADA À AV. RAFAEL HERVIAS RODRIGUES, S/N, LUIS OMETTO.",AV. RAFAEL HERVIAS RODRIGUES,https://goo.gl/maps/JT9388Ay7C7inQ6HA,06/09/2019
Américo de Campos,Paralisada,Municipal,235075.33,0.00,BMS CONSTRUÇÕES E COMÉRCIO RIO PRETO - EIRELLI,05.615.940/0001-09,PREFEITURA MUNICIPAL DE AMERICO DE CAMPOS,"Equipamento urbanos (praças, quadras e similares)",11/01/2019,Construção do Centro de Convivência do Idoso,Rua Otávio Guedes da Silveira esquina com a Rua Luis de Almeida Rolo,,18/04/2019
Américo de Campos,Paralisada,Municipal,1551200.00,28291.12,NOROMIX CONCRETO LTDA,10.558.895/0001-38,PREFEITURA MUNICIPAL DE AMERICO DE CAMPOS,Mobilidade urbana - vias urbanas,Não informado,Obra de Recapeamento Asfáltico em Ruas do Município de Américo de Campos,Não informado,Não informado,19/03/2019
Amparo,Paralisada,Estadual,3795620.00,79150.20,CONSTRUTORA VIASOL LTDA - EPP,12.049.132/0001-97,COMPANHIA DE DESENVOLVIMENTO HABITACIONAL E URBANO DO ESTADO DE SAO PAULO - CDHU,Habitação,31/01/2019,CH Amparo D - cont. 203/18 Execução de Obras e serviços de engenharia para a realização do empreendimento composto por 38 UHs sendo 1 edificio tipo CH Amparo D - V 052Q-02 CAC 18 AP e  1 EDIFICIO TIPO CH AMPARO D - V052Q-02.,Não informado,Não informado,18/09/2020
Amparo,Atrasada,Municipal,2032477.40,1573875.35,"ATRYANS ARQUITETURA, RESTAURO E CONSTRUÇÃO  LTDA ME",00.925.840/0001-65,PREFEITURA MUNICIPAL DE AMPARO,"Equipamento urbanos (praças, quadras e similares)",Não informado,RESTAURO E RECUPERAÇÃO DE PATRIMÔNIO HISTORICO CASA 8 DE ABRIL,Não informado,Não informado,30/06/2017
Amparo,Atrasada,Municipal,914554.57,228951.61,SANIOTO CONSTRUÇÕES EIRELI - EPP,18.367.855/0001-10,SERVICO AUTONOMO DE AGUA E ESGOTOS - SAAE - AMPARO,"Abastecimento de água - Captação, Adução, Tratamento e similares",Não informado,TRATA-SE DE OBRA DE SUBSTITUIÇÃO DE 6062.54 METROS DE REDES DE ÁGUA PELO MÉTODO CONVENCIONAL E 367 LIGAÇÕES DOMICILIARES PELO MÉTODO NÃO DESTRUTIVO NO DISTRITO DE ARCADAS NESTE MUNICÍPIO.,Não informado,Não informado,28/02/2019
Amparo,Atrasada,Municipal,870466.09,171571.65,FLASA ENGENHARIA E CONSTRUÇÕES LTDA ,49.252.885/0001-05,PREFEITURA MUNICIPAL DE AMPARO,"Equipamento urbanos (praças, quadras e similares)",Não informado,RESTAURO DE PRÉDIO HITÓRICO CASA DO CHEFE DA ESTAÇÃO,Não informado,Não informado,23/06/2018
Amparo,Atrasada,Municipal,2123964.18,1684393.61,CONSTEL CONSTRUTORA E PAVIMENTAÇÃO EIRELI EPP,52.770.039/0001-91,PREFEITURA MUNICIPAL DE AMPARO,Mobilidade urbana - vias urbanas,Não informado,RECAPEAMENTO DE PAVIMENTAÇÃO ASFÁLTICO E RECUPERAÇÃO DE PAVIMENTO PARALELEPIPEDO,Não informado,Não informado,23/01/2018
Amparo,Atrasada,Municipal,994657.09,0.00,SANEX SOLUÇÕES EIRELI,05.350.401/0001-95,PREFEITURA MUNICIPAL DE AMPARO,Saneamento,Não informado,CONSTRUÇÃO DA ESTAÇÃO DE TRATAMENTO DE ESGOTO NA LOTEAMENTO JAGUARI - AMPARO - SP,LOTEAMENTO JAGUARI,,08/04/2019
